Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,Tasa
Metropolitana,13,Cerrillos,13102,88956.0,0.0,4.0,4.0,5.0,11.0,21.0,29.0,39.0,48.0,53.0,66.0,80.0,129.0,241.0,308.0,329.0,432.0,485.0,639.0,758.0,876.0,994.0,1123.0,1231.0,1410.0,1545.0,1736.8
Metropolitana,13,Cerro Navia,13103,142465.0,19.0,21.0,26.0,31.0,36.0,42.0,57.0,65.0,79.0,99.0,118.0,135.0,179.0,227.0,284.0,387.0,476.0,541.0,851.0,993.0,1230.0,1596.0,1892.0,2149.0,2576.0,3075.0,2158.4
Metropolitana,13,Colina,13301,180353.0,32.0,39.0,47.0,50.0,62.0,66.0,74.0,77.0,81.0,90.0,95.0,103.0,129.0,152.0,230.0,289.0,429.0,490.0,781.0,999.0,1259.0,1451.0,1742.0,1986.0,2267.0,2521.0,1397.8
Metropolitana,13,Conchalí,13104,139195.0,14.0,18.0,22.0,32.0,38.0,47.0,52.0,56.0,64.0,80.0,98.0,113.0,187.0,295.0,406.0,470.0,626.0,708.0,1063.0,1370.0,1773.0,2010.0,2330.0,2542.0,2855.0,3244.0,2330.5
Metropolitana,13,Curacaví,13503,36430.0,5.0,5.0,5.0,8.0,9.0,10.0,13.0,14.0,14.0,14.0,15.0,15.0,19.0,23.0,25.0,35.0,65.0,83.0,116.0,149.0,203.0,272.0,335.0,402.0,444.0,477.0,1309.4
Metropolitana,13,El Bosque,13105,172000.0,18.0,28.0,35.0,37.0,46.0,64.0,83.0,93.0,107.0,127.0,145.0,177.0,236.0,275.0,377.0,439.0,612.0,728.0,1026.0,1164.0,1448.0,1654.0,2027.0,2418.0,2784.0,3176.0,1846.5
Metropolitana,13,El Monte,13602,40014.0,0.0,0.0,0.0,5.0,7.0,9.0,10.0,10.0,12.0,12.0,13.0,16.0,21.0,21.0,24.0,29.0,31.0,52.0,80.0,91.0,117.0,152.0,215.0,252.0,317.0,412.0,1029.6
Metropolitana,13,Estación Central,13106,206792.0,16.0,22.0,25.0,36.0,41.0,61.0,71.0,89.0,101.0,120.0,162.0,207.0,341.0,447.0,578.0,679.0,954.0,1100.0,1466.0,1700.0,1986.0,2305.0,2617.0,2943.0,3333.0,3650.0,1765.1
Metropolitana,13,Huechuraba,13107,112528.0,17.0,19.0,22.0,32.0,35.0,38.0,48.0,53.0,59.0,66.0,77.0,82.0,113.0,150.0,220.0,263.0,375.0,413.0,669.0,840.0,1005.0,1285.0,1452.0,1580.0,1827.0,1983.0,1762.2
Metropolitana,13,Independencia,13108,142065.0,15.0,17.0,22.0,26.0,31.0,37.0,52.0,60.0,80.0,115.0,196.0,246.0,431.0,594.0,836.0,992.0,1199.0,1330.0,1699.0,1984.0,2566.0,2923.0,3359.0,3630.0,4056.0,4300.0,3026.8
Metropolitana,13,Isla de Maipo,13603,40171.0,0.0,0.0,0.0,4.0,7.0,10.0,10.0,11.0,11.0,11.0,11.0,13.0,14.0,15.0,17.0,20.0,23.0,27.0,41.0,46.0,65.0,88.0,108.0,133.0,174.0,225.0,560.1
Metropolitana,13,La Cisterna,13109,100434.0,10.0,12.0,12.0,20.0,26.0,34.0,39.0,45.0,47.0,61.0,73.0,84.0,122.0,143.0,205.0,251.0,348.0,427.0,646.0,719.0,845.0,1012.0,1185.0,1391.0,1671.0,1797.0,1789.2
Metropolitana,13,La Florida,13110,402433.0,43.0,58.0,67.0,91.0,103.0,126.0,165.0,176.0,211.0,231.0,282.0,328.0,428.0,578.0,824.0,1071.0,1538.0,1887.0,2514.0,3256.0,3927.0,4550.0,5237.0,6031.0,6879.0,7633.0,1896.7
Metropolitana,13,La Granja,13111,122557.0,5.0,8.0,16.0,24.0,26.0,36.0,46.0,51.0,60.0,69.0,80.0,95.0,138.0,193.0,276.0,348.0,635.0,800.0,1260.0,1769.0,2206.0,2622.0,2820.0,3294.0,3651.0,3968.0,3237.7
Metropolitana,13,La Pintana,13112,189335.0,0.0,10.0,13.0,18.0,25.0,39.0,55.0,70.0,88.0,107.0,128.0,195.0,269.0,345.0,483.0,561.0,840.0,1067.0,1432.0,1804.0,2379.0,2861.0,3339.0,3955.0,4674.0,5192.0,2742.2
Metropolitana,13,La Reina,13113,100252.0,24.0,26.0,30.0,35.0,44.0,52.0,54.0,56.0,59.0,62.0,65.0,84.0,108.0,136.0,173.0,195.0,247.0,294.0,384.0,485.0,644.0,735.0,864.0,953.0,1110.0,1225.0,1221.9
Metropolitana,13,Lampa,13302,126898.0,10.0,10.0,13.0,14.0,18.0,26.0,37.0,41.0,45.0,48.0,58.0,68.0,96.0,117.0,172.0,197.0,278.0,306.0,463.0,660.0,864.0,989.0,1108.0,1257.0,1437.0,1608.0,1267.2
Metropolitana,13,Las Condes,13114,330759.0,181.0,208.0,224.0,258.0,266.0,281.0,296.0,306.0,320.0,326.0,346.0,355.0,409.0,477.0,626.0,738.0,961.0,1084.0,1439.0,1765.0,2141.0,2436.0,2747.0,3034.0,3370.0,3623.0,1095.4
Metropolitana,13,Lo Barnechea,13115,124076.0,68.0,78.0,85.0,97.0,105.0,110.0,116.0,125.0,144.0,157.0,170.0,194.0,238.0,273.0,381.0,422.0,520.0,576.0,742.0,892.0,1060.0,1179.0,1366.0,1475.0,1657.0,1759.0,1417.7
Metropolitana,13,Lo Espejo,13116,103865.0,4.0,7.0,9.0,15.0,23.0,34.0,48.0,56.0,60.0,67.0,80.0,100.0,130.0,162.0,222.0,258.0,423.0,525.0,788.0,895.0,1061.0,1295.0,1491.0,1743.0,2103.0,2252.0,2168.2
Metropolitana,13,Lo Prado,13117,104403.0,14.0,18.0,20.0,25.0,32.0,35.0,43.0,47.0,62.0,75.0,88.0,111.0,170.0,210.0,258.0,329.0,390.0,435.0,617.0,721.0,900.0,1129.0,1347.0,1566.0,1810.0,2208.0,2114.9
Metropolitana,13,Macul,13118,134635.0,10.0,15.0,23.0,34.0,37.0,43.0,49.0,51.0,57.0,64.0,89.0,110.0,136.0,181.0,272.0,336.0,524.0,671.0,949.0,1157.0,1412.0,1684.0,1909.0,2149.0,2473.0,2708.0,2011.4
Metropolitana,13,Maipú,13119,578605.0,43.0,55.0,64.0,83.0,106.0,167.0,203.0,241.0,284.0,312.0,364.0,399.0,480.0,580.0,718.0,844.0,1212.0,1347.0,2000.0,2537.0,3193.0,3765.0,4499.0,5273.0,6272.0,7041.0,1216.9
Metropolitana,13,María Pinto,13504,14926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,12.0,16.0,28.0,50.0,69.0,83.0,97.0,114.0,763.8
Metropolitana,13,Melipilla,13501,141612.0,6.0,8.0,9.0,11.0,12.0,16.0,17.0,19.0,25.0,35.0,40.0,48.0,74.0,110.0,119.0,136.0,168.0,197.0,310.0,412.0,533.0,693.0,887.0,1060.0,1286.0,1528.0,1079.0
Metropolitana,13,Ñuñoa,13120,250192.0,67.0,84.0,93.0,107.0,118.0,155.0,171.0,188.0,217.0,240.0,269.0,291.0,329.0,365.0,435.0,480.0,692.0,792.0,1091.0,1315.0,1662.0,1940.0,2250.0,2533.0,2955.0,3184.0,1272.6
Metropolitana,13,Padre Hurtado,13604,74188.0,10.0,11.0,14.0,16.0,18.0,20.0,26.0,27.0,28.0,32.0,35.0,40.0,55.0,66.0,79.0,96.0,125.0,135.0,202.0,243.0,300.0,378.0,484.0,548.0,692.0,838.0,1129.6
Metropolitana,13,Paine,13404,82766.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,9.0,10.0,11.0,13.0,15.0,21.0,26.0,47.0,56.0,108.0,126.0,177.0,198.0,249.0,273.0,347.0,390.0,515.0,564.0,681.4
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,7.0,13.0,13.0,16.0,19.0,36.0,54.0,70.0,78.0,89.0,109.0,129.0,180.0,229.0,294.0,349.0,525.0,657.0,890.0,994.0,1149.0,1314.0,1441.0,1684.0,1962.0,2171.0,2013.9
Metropolitana,13,Peñaflor,13605,101058.0,10.0,13.0,13.0,18.0,18.0,20.0,25.0,26.0,29.0,35.0,44.0,51.0,67.0,76.0,87.0,102.0,130.0,155.0,222.0,274.0,363.0,446.0,574.0,674.0,831.0,1006.0,995.5
Metropolitana,13,Peñalolén,13122,266798.0,31.0,46.0,54.0,65.0,78.0,98.0,131.0,137.0,162.0,187.0,209.0,254.0,322.0,404.0,570.0,779.0,1157.0,1469.0,2160.0,2878.0,3505.0,4207.0,4899.0,5552.0,6360.0,6811.0,2552.9
Metropolitana,13,Pirque,13202,30433.0,0.0,0.0,0.0,4.0,4.0,9.0,10.0,12.0,13.0,14.0,16.0,19.0,30.0,43.0,51.0,58.0,92.0,107.0,136.0,169.0,231.0,289.0,324.0,388.0,418.0,453.0,1488.5
Metropolitana,13,Providencia,13123,157749.0,82.0,87.0,94.0,104.0,115.0,129.0,136.0,147.0,164.0,180.0,196.0,200.0,226.0,250.0,309.0,372.0,472.0,520.0,706.0,846.0,1071.0,1201.0,1403.0,1542.0,1737.0,1821.0,1154.4
Metropolitana,13,Pudahuel,13124,253139.0,17.0,25.0,32.0,44.0,52.0,67.0,78.0,88.0,103.0,118.0,137.0,167.0,233.0,288.0,372.0,491.0,622.0,744.0,1095.0,1376.0,1728.0,2288.0,2831.0,3201.0,3906.0,4840.0,1912.0
Metropolitana,13,Puente Alto,13201,645909.0,45.0,58.0,76.0,119.0,166.0,239.0,322.0,374.0,472.0,562.0,688.0,764.0,889.0,1129.0,1404.0,1658.0,2165.0,2780.0,3658.0,4495.0,5770.0,6698.0,7939.0,9143.0,10804.0,12212.0,1890.7
Metropolitana,13,Quilicura,13125,254694.0,17.0,29.0,33.0,51.0,57.0,79.0,94.0,101.0,112.0,129.0,164.0,236.0,423.0,546.0,758.0,826.0,1080.0,1193.0,1593.0,1968.0,2644.0,3091.0,3546.0,3887.0,4591.0,5053.0,1983.9
Metropolitana,13,Quinta Normal,13126,136368.0,21.0,25.0,35.0,41.0,57.0,69.0,84.0,105.0,125.0,149.0,172.0,194.0,262.0,306.0,377.0,459.0,560.0,627.0,879.0,1036.0,1255.0,1548.0,1897.0,2088.0,2511.0,2989.0,2191.9
Metropolitana,13,Recoleta,13127,190075.0,17.0,23.0,32.0,44.0,52.0,61.0,73.0,81.0,107.0,126.0,174.0,226.0,398.0,602.0,889.0,1028.0,1330.0,1516.0,2135.0,2560.0,3287.0,3623.0,4040.0,4358.0,4716.0,5124.0,2695.8
Metropolitana,13,Renca,13128,160847.0,9.0,14.0,18.0,19.0,22.0,28.0,42.0,50.0,70.0,82.0,107.0,131.0,185.0,255.0,342.0,418.0,510.0,605.0,967.0,1129.0,1374.0,1675.0,2180.0,2504.0,2884.0,3567.0,2217.6
Metropolitana,13,San Bernardo,13401,334836.0,32.0,41.0,53.0,74.0,79.0,117.0,140.0,156.0,198.0,237.0,318.0,372.0,435.0,544.0,683.0,773.0,1018.0,1247.0,1807.0,2116.0,2539.0,2877.0,3408.0,3845.0,4688.0,5280.0,1576.9
Metropolitana,13,San Joaquín,13129,103485.0,13.0,24.0,28.0,36.0,42.0,52.0,58.0,68.0,84.0,101.0,118.0,149.0,183.0,267.0,395.0,475.0,727.0,904.0,1325.0,1427.0,1603.0,1874.0,2068.0,2255.0,2534.0,2712.0,2620.7
Metropolitana,13,San José de Maipo,13203,18644.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,12.0,23.0,35.0,42.0,61.0,73.0,102.0,137.0,186.0,222.0,232.0,277.0,319.0,342.0,1834.4
Metropolitana,13,San Miguel,13130,133059.0,25.0,32.0,39.0,49.0,56.0,69.0,86.0,97.0,111.0,131.0,152.0,173.0,213.0,255.0,350.0,405.0,563.0,665.0,1015.0,1205.0,1444.0,1687.0,1988.0,2286.0,2597.0,2796.0,2101.3
Metropolitana,13,San Pedro,13505,11953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,10.0,12.0,15.0,17.0,18.0,25.0,26.0,33.0,37.0,44.0,49.0,58.0,77.0,644.2
Metropolitana,13,San Ramón,13131,86510.0,0.0,6.0,9.0,9.0,12.0,18.0,20.0,27.0,32.0,42.0,66.0,90.0,144.0,220.0,327.0,381.0,638.0,719.0,1069.0,1329.0,1543.0,1698.0,1841.0,2107.0,2332.0,2549.0,2946.5
Metropolitana,13,Santiago,13101,503147.0,127.0,156.0,173.0,234.0,271.0,321.0,375.0,404.0,463.0,500.0,608.0,700.0,980.0,1294.0,1666.0,1873.0,2627.0,2961.0,3935.0,4618.0,5617.0,6278.0,7089.0,7786.0,8818.0,9412.0,1870.6
Metropolitana,13,Talagante,13601,81838.0,0.0,5.0,6.0,11.0,14.0,18.0,21.0,24.0,26.0,27.0,30.0,33.0,37.0,42.0,48.0,68.0,88.0,105.0,155.0,183.0,224.0,276.0,343.0,432.0,518.0,602.0,735.6
Metropolitana,13,Tiltil,13303,21477.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,9.0,12.0,12.0,13.0,21.0,24.0,40.0,69.0,112.0,121.0,134.0,140.0,185.0,226.0,1052.3
Metropolitana,13,Vitacura,13132,96774.0,83.0,90.0,100.0,114.0,114.0,119.0,127.0,128.0,130.0,132.0,133.0,138.0,152.0,164.0,211.0,251.0,325.0,370.0,485.0,569.0,646.0,712.0,780.0,859.0,936.0,992.0,1025.1
O’Higgins,6,Chépica,6302,15925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,6.0,6.0,8.0,6.0,8.0,9.0,21.0,131.9
O’Higgins,6,Chimbarongo,6303,37696.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,11.0,16.0,19.0,23.0,32.0,42.0,46.0,122.0
O’Higgins,6,Codegua,6102,14096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,6.0,8.0,9.0,11.0,14.0,18.0,25.0,177.4
O’Higgins,6,Coinco,6103,7831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0,9.0,14.0,14.0,17.0,19.0,23.0,26.0,332.0
O’Higgins,6,Coltauco,6104,21263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,16.0,16.0,17.0,22.0,25.0,28.0,30.0,33.0,39.0,183.4
O’Higgins,6,Doñihue,6105,22700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,10.0,14.0,20.0,23.0,31.0,32.0,35.0,45.0,50.0,56.0,246.7
O’Higgins,6,Graneros,6106,36504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,10.0,17.0,23.0,27.0,32.0,36.0,45.0,45.0,47.0,61.0,72.0,96.0,263.0
O’Higgins,6,La Estrella,6202,3114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,224.8
O’Higgins,6,Las Cabras,6107,26749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,15.0,15.0,20.0,23.0,23.0,26.0,97.2
O’Higgins,6,Litueche,6203,6765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,8.0,8.0,8.0,9.0,9.0,11.0,11.0,11.0,11.0,13.0,14.0,18.0,21.0,310.4
O’Higgins,6,Lolol,6304,7289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,10.0,11.0,12.0,15.0,205.8
O’Higgins,6,Machalí,6108,59913.0,0.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,16.0,16.0,16.0,16.0,19.0,20.0,24.0,26.0,29.0,37.0,44.0,49.0,66.0,88.0,100.0,119.0,198.6
O’Higgins,6,Malloa,6109,14163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,8.0,9.0,63.5
O’Higgins,6,Marchihue,6204,7632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,91.7
O’Higgins,6,Mostazal,6110,27462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,7.0,9.0,13.0,16.0,20.0,30.0,34.0,48.0,174.8
O’Higgins,6,Nancagua,6305,19141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,8.0,12.0,13.0,16.0,18.0,27.0,43.0,224.6
O’Higgins,6,Navidad,6205,6904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,8.0,8.0,10.0,10.0,10.0,11.0,13.0,18.0,20.0,27.0,391.1
O’Higgins,6,Olivar,6111,14624.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,13.0,14.0,16.0,18.0,19.0,20.0,25.0,27.0,30.0,36.0,246.2
O’Higgins,6,Palmilla,6306,13299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,6.0,10.0,75.2
O’Higgins,6,Paredones,6206,6349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,94.5
O’Higgins,6,Peralillo,6307,11848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,9.0,21.0,29.0,244.8
O’Higgins,6,Peumo,6112,14952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,8.0,9.0,12.0,80.3
O’Higgins,6,Pichidegua,6113,20743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,6.0,8.0,9.0,11.0,12.0,12.0,15.0,15.0,72.3
O’Higgins,6,Pichilemu,6201,17882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,8.0,8.0,9.0,11.0,14.0,15.0,16.0,89.5
O’Higgins,6,Placilla,6308,9164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,7.0,8.0,13.0,16.0,20.0,218.2
O’Higgins,6,Pumanque,6309,3531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,56.6
O’Higgins,6,Quinta de Tilcoco,6114,13877.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,7.0,50.4
O’Higgins,6,Rancagua,6101,265211.0,7.0,7.0,9.0,15.0,15.0,15.0,15.0,15.0,15.0,22.0,28.0,32.0,38.0,45.0,61.0,82.0,128.0,170.0,195.0,243.0,326.0,354.0,442.0,547.0,742.0,904.0,340.9
O’Higgins,6,Rengo,6115,63710.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,7.0,8.0,10.0,9.0,11.0,14.0,21.0,22.0,27.0,35.0,38.0,47.0,51.0,82.0,98.0,153.8
